CONTRACT_N,NAME_IMPL_PARTN,FREQ_NGO,CONTRACT_N,CNTRY_REG,F_CODE,Focal_sector_CSP,DECISION_CONTRACT_YEAR,Contractor_s_signature_date,MR_NUMBER,NAT,TYPE_OF_MR,SUBREGION,DOMAIN,DECISION_N,PROJECT_TITLE,ONGOING_EXPOST,CODE_IMPL_PARTN,TYPE_IMPL_PARTN,PRIM_COMMNT,SEC_COMMNT,CRS_CODE,CRS,REL_L,EFC_L,EFT_L,IMP_L,SUS_L,GRADES,BCS_1_1,BCS_1_2,BCS_1_3,BCS_1_4,BCS_3_1,BCS_3_2,BCS_4_1,BCS_4_2,BCS_5_1,BCS_5_2,BCS_5_3,BCS_5_4,BCS_7_1,BCS_7_2,BCS_7_3,BCS_7_4,BCS_2_1,BCS_2_2,BCS_2_3,BCS_2_4,START_DATE,END_DATE,MR_DATE,VISIT_DATE,YEAR_MR,YEAR,CODE_PROJECT,COD_PJ_UNIV,COD_PJ_UNIV_CNT,COD_PJ_UNIV_CNT_TYPE_MR,PJ_OLD_AGE,PJ_OLD_AGE_YEAR,PHASE_PJ,PERFORMANCE,BCS_1_1_GOOD_BAD,BCS_1_2_GOOD_BAD,BCS_1_3_GOOD_BAD,BCS_1_4_GOOD_BAD,BCS_2_1_GOOD_BAD,BCS_2_2_GOOD_BAD,BCS_2_3_GOOD_BAD,BCS_2_4_GOOD_BAD,BCS_3_1_GOOD_BAD,BCS_3_2_GOOD_BAD,BCS_4_1_GOOD_BAD,BCS_4_2_GOOD_BAD,BCS_5_1_GOOD_BAD,BCS_5_2_GOOD_BAD,BCS_5_3_GOOD_BAD,BCS_5_4_GOOD_BAD,REL_L_GOOD_BAD,EFC_L_GOOD_BAD,EFT_L_GOOD_BAD,IMP_L_GOOD_BAD,SUS_L_GOOD_BAD,GOOD_BAD,SEC_COMMNT_CLASS,SEC_COMMNT_CLASS_v2,EC_DISBOUR_CLASS,SEC_COMM_PRIM_COMMT,DISBOUR_SEC_COMM,EC_DISBOUR_MORE_LESS_1,PERC_DAYS_DATEMR_PJOLD,IMPL_PART_MACRO,FILE_INPUT,IHDI_2000,IHDI_2011,IHDI_INCREASE_2000_2011,TOP_MOVERS,BOTTOM_MOVERS,IHDI_LEVEL,SUB_DOMAIN,MACRO_DOMAIN,CRS_RICLASS,YEAR_START,YEAR_PROGR,PRIM_COMMNT_CLASS,PJ_OLD_AGE_YEAR_CLASS,FOCAL_SECTOR,EC_DISBOUR,DISBOUR_PRIM_COMM,DISBOUR_DURATION_PJ,DISBOUR_DURATIONPJ_CLASS,FIN_RHYTHM_VS_CAL_RHYTHM,LOCATION,LIVESTOCK,FISHERY,MAIN_CROPS,FRT_VGB,IRRIGATION,LAND,ENVIRONMENT,FARMERS,VULNERABLEGROUPS,FOOD,vulnerability,INSTITUTIONS,GROUPS,partner,CREDIT,MARKET,INPUTS,MECHANIZATION,EXT_TRN,innovation,INCOME,INVESTMENT,POLICY,PROD_FOCUS,PHY_RSC ,TYPE_BF,VULN,INSTIT,MARKET_VAR,SP_PRP ,PLCY_RLTD,BCS_1_1_NUM_A,BCS_1_3_NUM_A,BCS_1_4_NUM_A,BCS_3_2_NUM_A,BCS_4_1_NUM_A,BCS_4_2_NUM_A,BCS_5_2_NUM_A,BCS_5_3_NUM_A,BCS_5_4_NUM_A,BCS_1_1_NUM_B,BCS_1_3_NUM_B,BCS_1_4_NUM_B,BCS_3_2_NUM_B,BCS_4_1_NUM_B,BCS_4_2_NUM_B,BCS_5_2_NUM_B,BCS_5_3_NUM_B,BCS_5_4_NUM_B,BCS_1_1_NUM_C,BCS_1_3_NUM_C,BCS_1_4_NUM_C,BCS_3_2_NUM_C,BCS_4_1_NUM_C,BCS_4_2_NUM_C,BCS_5_2_NUM_C,BCS_5_3_NUM_C,BCS_5_4_NUM_C,BCS_1_1_NUM_D,BCS_1_3_NUM_D,BCS_1_4_NUM_D,BCS_3_2_NUM_D,BCS_4_1_NUM_D,BCS_4_2_NUM_D,BCS_5_2_NUM_D,BCS_5_3_NUM_D,BCS_5_4_NUM_D,TOT_A_STRATEGIC,TOT_B_STRATEGIC,TOT_C_STRATEGIC,TOT_D_STRATEGIC,BCS_1_2_NUM_A,BCS_2_1_NUM_A,BCS_2_2_NUM_A,BCS_2_3_NUM_A,BCS_2_4_NUM_A,BCS_3_1_NUM_A,BCS_5_1_NUM_A,BCS_1_2_NUM_B,BCS_2_1_NUM_B,BCS_2_2_NUM_B,BCS_2_3_NUM_B,BCS_2_4_NUM_B,BCS_3_1_NUM_B,BCS_5_1_NUM_B,BCS_1_2_NUM_C,BCS_2_1_NUM_C,BCS_2_2_NUM_C,BCS_2_3_NUM_C,BCS_2_4_NUM_C,BCS_3_1_NUM_C,BCS_5_1_NUM_C,BCS_1_2_NUM_D,BCS_2_1_NUM_D,BCS_2_2_NUM_D,BCS_2_3_NUM_D,BCS_2_4_NUM_D,BCS_3_1_NUM_D,BCS_5_1_NUM_D,TOT_A_OPERAT,TOT_B_OPERAT,TOT_C_OPERAT,TOT_D_OPERAT,NUM_NODE_TREE_3,GRADES,NEW_GRADE,NEW_GRADE_SIMPLIFIED,N_CLUSTER_N20,N_CLUSTER_N5,,,,NEW GRADE SIMPLIFIED
200240,THE INTERNATIONAL CENTRE OF INSECTPHYSIOLOGY AND ECOLOGY LBG,OCCASIONAL,200240,KENYA,F22,Agriculture & Rural development,2009,11/26/2009,MR-143965.01,1673,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,DCI-FOOD,,SUPPORT TO ICIPE: VALIDATION AND INITIATION OF DIFFUSION OF PRO-POOR AND POOR ENVIRONMENT TSETSE REPELLENT TECHNOLOGY.,ONGOING,2,LOCAL NGO CSO UNI,1500000,1500000,52010,FOOD AID FOOD SECURITY PROGRAMMES,A,B,B,A,B,IIA,A,A,A,A,B,B,A,B,B,B,B,B,Yes,Yes,Yes,N/A,B,B,B,B,8/1/2009,8/1/2012,12/12/2011,11/7/2011,2011,2011,200240,,,200240SUPPORTTOICIPE:VALIDATIONANDINITIATIONOFDIFFUSIONOFPRO-POORANDPOORENVIRONMENTTSETSEREPELLENTTECHNOLOGY.KENYASINGLE COUNTRY NATIONAL PROJECT,1096,3.002739726,OLD,VERY GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,1CLASS_LESS_1ML,1,0.4846053333,MORE_1,0.7554744526,NGO,FOOD_1,0.443,0.509,0.1489841986,,,low,DCI_FOOD_SP4,FOOD,52010,2009,2007_2012,3CLASS_1_TO_2ML,3C_3_4_YEARS,FOCAL,726908,0.4846053333,0.6414582673,0CLASS_1QUARTILE,2C_LATE,L,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,LVSTK,NONE,NONE,NA,PRTNSHIPS,MARKET,INN_RSCH,0.000000,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,52,IIA,AA,OK,cluster-9,cluster-1,,,,OK
201011,CONCERN WORLDWIDE LBG,EXTRA,201011,EASTERN AFRICA AND INDIAN OCEAN,NF2,,2010,2/15/2010,MR-144585.01,1219,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,DCI-NSAPVD,21105,"Maximising rural communities’ livelihood options through engagement between Non-state actors, government and the private sector",ONGOING,1,INTERNAT NGO CSO UNI,2957587.01,2957587.01,52010,FOOD AID FOOD SECURITY PROGRAMMES,A,B,B,B,B,IIA,A,B,B,B,B,B,B,A,B,A,B,A,YES,YES,YES,YES,B,B,A,B,2/15/2010,2/15/2013,6/6/2012,6/6/2012,2012,2012,201011,"201011.000000Maximisingruralcommunities’livelihoodoptionsthroughengagementbetweenNon-stateactors,governmentandtheprivatesector","201011.000000Maximisingruralcommunities’livelihoodoptionsthroughengagementbetweenNon-stateactors,governmentandtheprivatesectorEASTERN AFRICA AND INDIAN OCEAN","201011.000000Maximisingruralcommunities’livelihoodoptionsthroughengagementbetweenNon-stateactors,governmentandtheprivatesectorEASTERN AFRICA AND INDIAN OCEANSINGLE COUNTRY NATIONAL PROJECT",1096,3.002739726,OLD,VERY GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,2CLASS_1_TO_2ML,1,0.5769875524,MORE_1,0.7682481752,NGO,FOOD_2_INTEGRAZ,,,,,,,DCI_NSAPVD,NGO,52010,2010,2007_2012,4CLASS_2_TO_3ML,3C_3_4_YEARS,NO_FOCAL,1706490.89,0.5769875524,0.7510431799,0CLASS_1QUARTILE,2C_LATE,N/A,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CRP,NONE,FARMERS,NA,INST_PRTC,NONE,NONE,1.000000,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,52,IIA,AA,OK,cluster-10,cluster-1,,,,OK
201113,DEUTSCHE WELTHUNGERHILFE EV,EXTRA,201113,CONGO DRC,NF2,,2009,3/17/2009,MR-143331.01,,SINGLE COUNTRY NATIONAL PROJECT,CENTRAL AFRICA REGION,FED 10,20696,PROJET DE RELANCE AGRICOLE PROVINCE DU NORD KIVU,ONGOING,1,INTERNAT NGO CSO UNI,2073499.05,2073499.05,31120,AGRICULTURAL DEVELOPMENT,C,B,C,B,C,III,B,C,C,B,C,C,B,C,C,B,C,C,NO,YES,YES,YES,B,B,C,B,3/17/2009,12/31/2011,10/31/2011,9/26/2011,2011,2011,201113,201113PROJETDERELANCEAGRICOLEPROVINCEDUNORDKIVU,201113PROJETDERELANCEAGRICOLEPROVINCEDUNORDKIVUCONGO DRC,201113PROJETDERELANCEAGRICOLEPROVINCEDUNORDKIVUCONGO DRCSINGLE COUNTRY NATIONAL PROJECT,1019,2.7917808219,OLD,BAD,GOOD,BAD,BAD,GOOD,GOOD,GOOD,BAD,GOOD,BAD,BAD,GOOD,BAD,BAD,GOOD,BAD,BAD,BAD,GOOD,BAD,GOOD,BAD,BAD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,2CLASS_1_TO_2ML,1,0.6007396049,MORE_1,0.9057899902,NGO,FOOD_2_INTEGRAZ,0.224,0.286,0.2767857143,yes,,low,FED_IX_X,FED,31100,2009,2007_2012,4CLASS_2_TO_3ML,2C_2_3_YEARS,NO_FOCAL,1245633,0.6007396049,0.6632217306,0CLASS_1QUARTILE,2C_LATE,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,NONE,GROUPS,NA,NONE,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,4,0,38,III,CC,FAILING,cluster-3,cluster-4,,,,FAILING
201208,CHRISTIAN AID LBG,SUPER,201208,CONGO DRC,NF2,,2009,3/27/2009,MR-143330.01,,SINGLE COUNTRY NATIONAL PROJECT,CENTRAL AFRICA REGION,FED 10,20696,"PRODUCTION, TRANSFORMATION ET COMMERCIALISATION AGROPASTORALES DANS LE SUD KIVU",ONGOING,1,INTERNAT NGO CSO UNI,2156299.75,2156299.75,31120,AGRICULTURAL DEVELOPMENT,B,C,C,C,B,III,A,B,B,B,C,C,C,B,B,B,C,B,YES,YES,YES,YES,C,C,C,C,3/27/2009,12/31/2011,10/31/2011,9/26/2011,2011,2011,201208,"201208PRODUCTION,TRANSFORMATIONETCOMMERCIALISATIONAGROPASTORALESDANSLESUDKIVU","201208PRODUCTION,TRANSFORMATIONETCOMMERCIALISATIONAGROPASTORALESDANSLESUDKIVUCONGO DRC","201208PRODUCTION,TRANSFORMATIONETCOMMERCIALISATIONAGROPASTORALESDANSLESUDKIVUCONGO DRCSINGLE COUNTRY NATIONAL PROJECT",1009,2.7643835616,OLD,BAD,GOOD,GOOD,GOOD,GOOD,BAD,BAD,BAD,BAD,BAD,BAD,BAD,GOOD,GOOD,GOOD,BAD,GOOD,GOOD,BAD,BAD,BAD,GOOD,BAD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,2CLASS_1_TO_2ML,1,0.6559718796,MORE_1,0.9048562934,NGO,FOOD_2_INTEGRAZ,0.224,0.286,0.2767857143,yes,,low,FED_IX_X,FED,31100,2009,2007_2012,4CLASS_2_TO_3ML,2C_2_3_YEARS,NO_FOCAL,1414472,0.6559718796,0.7249459217,0CLASS_1QUARTILE,2C_LATE,L,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,LVST_CRP,WATER,NONE,NA,NONE,MULTIPLE,NONE,0.000000,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5,0,23,III,CC,FAILING,cluster-4,cluster-4,,,,FAILING
203073,CARITAS RWANDA ASBL,OCCASIONAL,203073,RWANDA,F12,Rural development,2010,2/11/2010,MR-143422.01,,SINGLE COUNTRY NATIONAL PROJECT,EASTERN AFRICA AND INDIAN OCEAN,DCI-NSAPVD,21105,AMÉLIORER LA SÉCURITÉ ALIMENTAIRE DES FERMIERS PAR LE RENFORCEMENT DU SECTEUR AGRICOLE,ONGOING,2,LOCAL NGO CSO UNI,598000,538200,31161,FOOD CROP PRODUCTION,B,B,B,B,B,IIA,B,B,B,B,B,B,B,B,B,B,B,B,YES,YES,YES,YES,B,C,B,B,4/1/2010,4/1/2015,11/17/2011,10/10/2011,2011,2011,203073,203073AMÉLIORERLASÉCURITÉALIMENTAIREDESFERMIERSPARLERENFORCEMENTDUSECTEURAGRICOLE,203073AMÉLIORERLASÉCURITÉALIMENTAIREDESFERMIERSPARLERENFORCEMENTDUSECTEURAGRICOLERWANDA,203073AMÉLIORERLASÉCURITÉALIMENTAIREDESFERMIERSPARLERENFORCEMENTDUSECTEURAGRICOLERWANDASINGLE COUNTRY NATIONAL PROJECT,1826,5.002739726,YOUNG,VERY GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,1CLASS_LESS_1ML,1CLASS_LESS_1ML,1CLASS_LESS_1ML,0.9,0.241977592,MORE_1,0.3050383352,NGO,FOOD_2_INTEGRAZ,0.313,0.429,0.3706070288,yes,,low,DCI_NSAPVD,NGO,31100,2010,2007_2012,2CLASS_0_5_TO_1ML,4C_ABOVE_4_YEARS,FOCAL,130232.34,0.2177798328,0.7139425039,0CLASS_1QUARTILE,2C_LATE,N,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LVSTK,NONE,BOTH,NA,INST_PRTC,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,52,IIA,AA,OK,cluster-3,cluster-4,,,,OK
203263,MERCY CORPS SCOTLAND LBG,SUPER,203263,ZIMBABWE,NF2,,2009,12/31/2009,MR-135156.02,1009,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,DCI-FOOD,19732,Chipinge and Chiredzi Food Security Programme,ONGOING,1,INTERNAT NGO CSO UNI,1373347,1373347,52010,FOOD AID FOOD SECURITY PROGRAMMES,B,B,B,B,B,IIA,B,C,B,B,B,B,B,B,B,B,B,B,NO,YES,YES,YES,B,B,B,B,2/15/2010,2/15/2013,10/17/2011,10/17/2011,2011,2011,203263,203263.000000ChipingeandChiredziFoodSecurityProgramme,203263.000000ChipingeandChiredziFoodSecurityProgrammeZIMBABWE,203263.000000ChipingeandChiredziFoodSecurityProgrammeZIMBABWESINGLE COUNTRY NATIONAL PROJECT,1096,3.002739726,MATURE,VERY GOOD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,1CLASS_LESS_1ML,1,0.5747331155,MORE_1,0.5556569343,NGO,FOOD_1,0.372,0.376,0.0107526882,,yes,low,DCI_FOOD_SP4,FOOD,52010,2010,2007_2012,3CLASS_1_TO_2ML,3C_3_4_YEARS,NO_FOCAL,789308,0.5747331155,1.0343308614,0CLASS_1QUARTILE,3C_NORMAL,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NA,NONE,NONE,NONE,0.000000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,52,IIA,AA,OK,cluster-9,cluster-1,,,,OK
203306,STICHTING WORLD VISION NEDERLAND,OCCASIONAL,203306,ZIMBABWE,NF2,,2009,12/18/2009,MR-135155.02,1010,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,DCI-FOOD,19732,UMZINGWANE & BUBI DISTRICT INTEGRATED FOOD SECURITY PROJECT,ONGOING,1,INTERNAT NGO CSO UNI,1164691,1164691,43040,RURAL DEVELOPMENT,B,B,B,B,B,IIA,A,B,B,B,B,B,B,B,B,A,A,B,No,Yes,Yes,N/A,B,B,B,B,1/1/2010,12/31/2012,10/17/2011,9/12/2011,2011,2011,203306,,,203306UMZINGWANE&BUBIDISTRICTINTEGRATEDFOODSECURITYPROJECTZIMBABWESINGLE COUNTRY NATIONAL PROJECT,1095,3,MATURE,VERY GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,1CLASS_LESS_1ML,1,0.0752688911,MORE_1,0.5652968037,NGO,FOOD_1,0.372,0.376,0.0107526882,,yes,low,DCI_FOOD_SP4,FOOD,43040,2010,2007_2012,3CLASS_1_TO_2ML,3C_3_4_YEARS,NO_FOCAL,87665,0.0752688911,0.1331493307,0CLASS_1QUARTILE,1C_VERY_LATE,L,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,LVST_CRP,WATER,FARMERS,NA,NONE,MULTIPLE,NONE,0.000000,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,52,IIA,AA,OK,cluster-4,cluster-4,,,,OK
203312,DEUTSCHE WELTHUNGERHILFE EV,EXTRA,203312,ZIMBABWE,NF2,,2009,12/15/2009,MR-135154.01,1011,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,DCI-FOOD,19732,Promote Increase and Sustainability in Agriculture Production - PISAP,ONGOING,1,INTERNAT NGO CSO UNI,1848808,1848808,31120,AGRICULTURAL DEVELOPMENT,B,B,B,B,B,IIA,B,B,B,B,B,B,B,B,B,B,B,B,Yes,Yes,Yes,Yes,B,B,B,B,3/1/2010,12/31/2013,10/25/2010,10/25/2010,2010,2010,203312,203312.000000PromoteIncreaseandSustainabilityinAgricultureProduction-PISAP,203312.000000PromoteIncreaseandSustainabilityinAgricultureProduction-PISAPZIMBABWE,203312.000000PromoteIncreaseandSustainabilityinAgricultureProduction-PISAPZIMBABWESINGLE COUNTRY NATIONAL PROJECT,1401,3.8383561644,YOUNG,VERY GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,1CLASS_LESS_1ML,1,0.5100659452,MORE_1,0.1698786581,NGO,FOOD_1,0.372,0.376,0.0107526882,,yes,low,DCI_FOOD_SP4,FOOD,31100,2010,2007_2012,3CLASS_1_TO_2ML,3C_3_4_YEARS,NO_FOCAL,943014,0.5100659452,3.0025310471,0CLASS_1QUARTILE,4C_FAST,L,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FRVG,WATER,FARMERS,YES,NONE,INPUTS,NONE,0.000000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,52,IIA,AA,OK,cluster-4,cluster-4,,,,OK
203344,COMITATO DI COORDINAMENTO DELLE ORGANIZZAZIONI PER IL SERVIZIO VOLONTARIO,FREQUENT,203344,ZIMBABWE,NF2,,2009,12/30/2009,MR-143022.01,1012,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,DCI-FOOD,19732,LIVELIHOOD DIVERSIFICATION PROGRAM IN HWANGE AND BINGA DISTRICTS,ONGOING,1,INTERNAT NGO CSO UNI,1537776.75,1537776,43040,RURAL DEVELOPMENT,C,B,C,C,B,III,C,C,B,C,B,C,C,C,B,A,B,B,No,Yes,N/A,N/A,B,B,B,B,3/1/2010,3/31/2014,10/17/2011,9/12/2011,2011,2011,203344,,,203344LIVELIHOODDIVERSIFICATIONPROGRAMINHWANGEANDBINGADISTRICTSZIMBABWESINGLE COUNTRY NATIONAL PROJECT,1491,4.0849315068,MATURE,BAD,BAD,BAD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,BAD,BAD,BAD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,BAD,BAD,GOOD,BAD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,1CLASS_LESS_1ML,0.9999995123,0.2655230671,MORE_1,0.3755868545,NGO,FOOD_1,0.372,0.376,0.0107526882,,yes,low,DCI_FOOD_SP4,FOOD,43040,2010,2007_2012,3CLASS_1_TO_2ML,4C_ABOVE_4_YEARS,NO_FOCAL,408315,0.2655229376,0.7069548213,0CLASS_1QUARTILE,2C_LATE,L,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,LVST_CRP,NONE,FARMERS,NA,NONE,MULTIPLE,NONE,0.000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,24,III,BC,PROBLEMS,cluster-4,cluster-4,,,,PROBLEMS
203347,THE LEAD TRUST,OCCASIONAL,203347,ZIMBABWE,NF2,,2009,12/17/2009,MR-135153.01,1013,SINGLE COUNTRY NATIONAL PROJECT,SOUTHERN AFRICA REGION,DCI-FOOD,19732,"Food Security and Livelihood Program for food insecure communities in the Nkayi, Lupane and Hurungwe districts and peri-urban areas of Bulawayo province",ONGOING,1,INTERNAT NGO CSO UNI,1958589,1958589,52010,FOOD AID FOOD SECURITY PROGRAMMES,B,B,B,B,C,IIB,B,C,B,B,B,B,B,B,C,B,C,B,N/A,Yes,Yes,N/A,B,B,B,B,1/1/2010,12/31/2014,10/25/2010,10/25/2010,2010,2010,203347,"203347.000000FoodSecurityandLivelihoodProgramforfoodinsecurecommunitiesintheNkayi,LupaneandHurungwedistrictsandperi-urbanareasofBulawayoprovince","203347.000000FoodSecurityandLivelihoodProgramforfoodinsecurecommunitiesintheNkayi,LupaneandHurungwedistrictsandperi-urbanareasofBulawayoprovinceZIMBABWE","203347.000000FoodSecurityandLivelihoodProgramforfoodinsecurecommunitiesintheNkayi,LupaneandHurungwedistrictsandperi-urbanareasofBulawayoprovinceZIMBABWESINGLE COUNTRY NATIONAL PROJECT",1825,5,YOUNG,GOOD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,BAD,GOOD,GOOD,GOOD,GOOD,GOOD,BAD,GOOD,2CLASS_1_TO_5ML,2CLASS_1_TO_5ML,1CLASS_LESS_1ML,1,0.4164600128,MORE_1,0.162739726,NGO,FOOD_1,0.372,0.376,0.0107526882,,yes,low,DCI_FOOD_SP4,FOOD,52010,2010,2007_2012,3CLASS_1_TO_2ML,4C_ABOVE_4_YEARS,NO_FOCAL,815674,0.4164600128,2.5590556342,0CLASS_1QUARTILE,4C_FAST,L,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,FRVG,WATER,FARMERS,NA,NONE,MULTIPLE,INCOME,0.000000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,42,IIB,BB,PROBLEMS,cluster-4,cluster-1,,,,PROBLEMS
